CVE_MUNICIPIO,feb,mar,abr,may,ju,jul,ago,sep,oct,nov,dic,total
30037,1170000,1170000,1160000,1200000,1155000,1185000,1180000,1170000,1170000,1155000,1105000,12820000
30039,970000,970000,965000,1000000,1110000,1000000,1000000,1000000,1000000,1000000,1070000,11085000
30040,2020000,2020000,1985000,2140000,2005000,2165000,2145000,2145000,2145000,2095000,1925000,22790000
30041,255000,255000,255000,260000,235000,250000,260000,260000,260000,260000,245000,2795000
30042,690000,690000,690000,740000,740000,740000,740000,740000,740000,735000,725000,7970000
30043,4180000,4180000,4180000,4180000,4155000,4165000,4130000,4135000,4135000,4135000,4130000,45705000
30044,1025000,1025000,1025000,1045000,1155000,1045000,1045000,1045000,1045000,1045000,1200000,11700000
30045,1385000,1385000,1375000,1405000,1540000,1400000,1400000,1395000,1395000,1395000,1460000,15535000
30047,4230000,4205000,4145000,4300000,4315000,4330000,4285000,4305000,4305000,4295000,4310000,47025000
30048,1310000,1285000,1290000,1325000,1435000,1305000,1300000,1300000,1300000,1300000,1385000,14535000
30049,3695000,3670000,3660000,3805000,3780000,3815000,3810000,3780000,3780000,3775000,3750000,41320000
30050,1745000,1745000,1750000,1825000,1820000,1810000,1810000,1810000,1810000,1800000,1735000,19660000
30051,4905000,4905000,4945000,5455000,5635000,5405000,5380000,5395000,5395000,5360000,5105000,57885000
30052,305000,305000,300000,335000,345000,340000,340000,340000,340000,340000,330000,3620000
30053,145000,145000,160000,165000,245000,160000,155000,155000,155000,155000,225000,1865000
30054,405000,405000,405000,405000,410000,405000,405000,405000,405000,405000,405000,4460000
30055,NA,NA,NA,245000,410000,600000,505000,505000,505000,495000,495000,3760000
30056,NA,NA,NA,5000,30000,30000,30000,30000,30000,30000,NA,185000
30058,5540000,5540000,5515000,6090000,6120000,6095000,6075000,6075000,6075000,6055000,5610000,64790000
30059,1045000,1045000,1045000,1045000,1100000,1045000,1045000,1045000,1045000,1045000,1090000,11595000
30060,NA,NA,NA,1015000,1210000,1220000,1215000,1220000,1220000,1220000,1130000,9450000
30061,4940000,4940000,4910000,4995000,5225000,4995000,4995000,4975000,4975000,4975000,5145000,55070000
30062,675000,670000,670000,685000,755000,675000,685000,685000,685000,685000,765000,7635000
30063,NA,NA,NA,1075000,1620000,1630000,1605000,1580000,1580000,1575000,1530000,12195000
30064,1085000,1085000,1075000,1150000,1135000,1150000,1150000,1150000,1150000,1140000,1095000,12365000
30066,5060000,5060000,4890000,5245000,5275000,5140000,5115000,5110000,5110000,5055000,4885000,55945000
30067,1180000,1180000,1180000,1270000,1290000,1270000,1250000,1255000,1255000,1255000,1240000,13625000
30068,260000,260000,250000,280000,310000,265000,280000,280000,280000,280000,310000,3055000
30069,1075000,1075000,1075000,1140000,1150000,1130000,1125000,1125000,1125000,1085000,1085000,12190000
30070,3410000,3415000,3425000,3460000,3330000,3440000,3440000,3420000,3420000,3410000,3210000,37380000
30071,500000,480000,480000,520000,530000,510000,510000,495000,495000,490000,500000,5510000
30072,NA,NA,NA,1145000,3425000,3510000,3440000,3450000,3450000,3445000,3450000,25315000
30073,4705000,4705000,4685000,4765000,4765000,4765000,4770000,4755000,4755000,4740000,4685000,52095000
30075,5000,5000,5000,5000,15000,5000,5000,5000,5000,5000,15000,75000
30076,NA,NA,NA,295000,1000000,1000000,1000000,985000,985000,985000,985000,7235000
30077,3875000,3880000,3870000,3935000,3985000,3920000,3920000,3900000,3900000,3875000,3865000,42925000
30078,NA,NA,NA,1215000,1630000,1650000,1640000,1620000,1620000,1620000,2010000,13005000
30080,2315000,2315000,2315000,2350000,2285000,2325000,2325000,2335000,2335000,2330000,2265000,25495000
30082,500000,500000,500000,505000,505000,505000,505000,505000,505000,505000,495000,5530000
30083,NA,NA,NA,1910000,3950000,4095000,4035000,4015000,4015000,3990000,3975000,29985000
30084,40000,40000,40000,40000,35000,40000,40000,40000,40000,40000,35000,430000
30085,3250000,3250000,3240000,3270000,3245000,3285000,3245000,3225000,3225000,3225000,3215000,35675000
30086,710000,710000,715000,715000,1020000,705000,700000,730000,730000,730000,1045000,8510000
30087,NA,NA,NA,NA,10000,NA,NA,NA,NA,NA,10000,20000
30089,2780000,2770000,2770000,2800000,2720000,2760000,2760000,2755000,2755000,2750000,2645000,30265000
30090,5000,5000,5000,5000,10000,5000,5000,5000,5000,5000,10000,65000
30091,3640000,3635000,3700000,3715000,3925000,3705000,3720000,3690000,3690000,3695000,3685000,40800000
30094,3985000,3985000,3980000,4030000,4005000,4010000,4005000,4000000,4000000,3985000,3965000,43950000
30095,1815000,1815000,1780000,1990000,1985000,1975000,1970000,1955000,1955000,1930000,1960000,21130000
30098,345000,345000,345000,345000,350000,350000,350000,345000,345000,345000,345000,3810000
30099,1080000,1075000,1070000,1085000,780000,1080000,1080000,1080000,1080000,1080000,780000,11270000
30100,1890000,1885000,1885000,1995000,1990000,1990000,1960000,1965000,1965000,1960000,1945000,21430000
30101,1555000,1555000,1530000,1570000,1975000,1565000,1560000,1550000,1550000,1540000,1960000,17910000
30102,205000,205000,185000,195000,245000,195000,195000,195000,195000,190000,245000,2250000
30103,930000,930000,900000,990000,960000,980000,975000,975000,975000,975000,955000,10545000
30104,1670000,1670000,1675000,1705000,1720000,1705000,1705000,1700000,1700000,1700000,1675000,18625000
30105,NA,NA,NA,NA,15000,NA,NA,NA,NA,NA,15000,30000
30106,5000,5000,5000,5000,NA,5000,5000,5000,5000,5000,NA,45000
30107,NA,NA,NA,NA,10000,NA,NA,NA,NA,NA,10000,20000
30108,5850000,5850000,5850000,5920000,5845000,5910000,5910000,5905000,5905000,5890000,5695000,64530000
30109,950000,950000,920000,1035000,985000,1035000,1020000,1015000,1015000,1015000,950000,10890000
30110,970000,960000,955000,1005000,975000,1005000,995000,995000,995000,985000,980000,10820000
30111,475000,475000,490000,495000,530000,495000,495000,490000,490000,490000,490000,5415000
30113,455000,455000,455000,455000,420000,450000,450000,450000,450000,450000,440000,4930000
30114,875000,875000,830000,1030000,1035000,1035000,1035000,1020000,1020000,960000,985000,10700000
30115,1135000,1120000,1145000,1165000,1280000,1185000,1165000,1165000,1165000,1165000,1235000,12925000
30116,450000,450000,450000,450000,540000,455000,445000,445000,445000,445000,530000,5105000
30117,2125000,2130000,2110000,2245000,2175000,2225000,2200000,2200000,2200000,2195000,2165000,23970000
30118,NA,NA,NA,NA,25000,NA,NA,NA,NA,NA,20000,45000
30119,245000,245000,245000,245000,200000,240000,240000,240000,240000,240000,195000,2575000
30120,310000,310000,325000,325000,300000,320000,320000,320000,320000,320000,275000,3445000
30121,NA,NA,NA,5625000,6525000,6555000,6540000,6560000,6560000,6485000,6480000,51330000
30122,2855000,2860000,2820000,2870000,2820000,2850000,2850000,2825000,2825000,2820000,2750000,31145000
30123,NA,NA,NA,6470000,9460000,10710000,10025000,9985000,9985000,9880000,9370000,75885000
30124,11650000,11645000,11545000,12150000,12055000,11850000,11810000,11830000,11830000,11640000,11595000,129600000
30125,2870000,2870000,2900000,2950000,2945000,2950000,2945000,2945000,2945000,2930000,2900000,32150000
30126,995000,990000,985000,1010000,980000,1010000,995000,995000,995000,995000,970000,10920000
30127,1320000,1310000,1310000,1330000,1365000,1325000,1325000,1325000,1325000,1325000,1360000,14620000
30128,6465000,6470000,6475000,6535000,6525000,6520000,6490000,6475000,6475000,6465000,6430000,71325000
30129,NA,NA,NA,690000,955000,1055000,1005000,990000,990000,950000,985000,7620000
30130,2065000,2065000,2085000,2110000,2170000,2095000,2085000,2075000,2075000,2070000,2085000,22980000
30131,NA,NA,NA,NA,235000,NA,NA,NA,NA,NA,235000,470000
30132,1985000,1985000,1990000,2005000,1995000,2005000,2000000,2000000,2000000,1990000,1960000,21915000
30133,NA,NA,NA,410000,415000,415000,415000,415000,415000,415000,415000,3315000
30134,2600000,2585000,2580000,2610000,2570000,2605000,2600000,2595000,2595000,2590000,2580000,28510000
30135,NA,NA,NA,20000,20000,20000,20000,20000,20000,20000,NA,140000
30137,1035000,1035000,1050000,1080000,1065000,1070000,1050000,1055000,1055000,1055000,1010000,11560000
30138,NA,NA,NA,NA,15000,NA,NA,NA,NA,NA,15000,30000
30139,NA,NA,NA,NA,5000,NA,NA,NA,NA,NA,5000,10000
30140,NA,NA,NA,NA,20000,NA,NA,NA,NA,NA,20000,40000
30141,4980000,4980000,4960000,5025000,5070000,5025000,4995000,4975000,4975000,4965000,4860000,54810000
30142,3060000,3060000,3090000,3135000,3185000,2980000,3115000,3105000,3105000,3105000,3015000,33955000
30143,2485000,2485000,2475000,2520000,2570000,2520000,2500000,2490000,2490000,2485000,2440000,27460000
30144,4720000,4720000,4730000,4785000,4760000,4745000,4745000,4720000,4720000,4710000,4640000,51995000
30145,510000,510000,525000,535000,555000,535000,535000,535000,535000,535000,525000,5835000
30146,NA,NA,NA,NA,10000,NA,NA,NA,NA,NA,10000,20000
30147,2810000,2785000,2765000,2890000,2900000,2880000,2880000,2880000,2880000,2875000,2895000,31440000
30148,3395000,3385000,3370000,3540000,3570000,3575000,3540000,3535000,3535000,3530000,3530000,38505000
30149,4585000,4585000,4600000,4710000,4805000,4670000,4670000,4650000,4650000,4625000,4615000,51165000
30150,NA,NA,NA,550000,1080000,1080000,1075000,1105000,1105000,1105000,1395000,8495000
30151,NA,NA,NA,3600000,4750000,4975000,4860000,4835000,4835000,4830000,4790000,37475000
30152,NA,NA,NA,1605000,3180000,1940000,4955000,1965000,1965000,3935000,2975000,22520000
30153,NA,NA,NA,1505000,1610000,1610000,1610000,1605000,1605000,1555000,1560000,12660000
30154,NA,NA,NA,1415000,2610000,2685000,2600000,2595000,2595000,2595000,2155000,19250000
30155,NA,NA,NA,2700000,5105000,8615000,6860000,6830000,6830000,6665000,6370000,49975000
30157,685000,685000,590000,635000,610000,715000,685000,685000,685000,685000,665000,7325000
30158,1145000,1145000,1160000,1200000,1145000,1180000,1180000,1190000,1190000,1190000,1070000,12795000
30159,970000,965000,955000,990000,990000,985000,980000,980000,980000,980000,990000,10765000
30160,1930000,1930000,1875000,1985000,1965000,1975000,1970000,1975000,1975000,1945000,1870000,21395000
30161,NA,NA,NA,3405000,8080000,8315000,8170000,8170000,8170000,8070000,8075000,60455000
30162,NA,NA,NA,5000,5000,5000,5000,5000,5000,5000,NA,35000
30165,470000,470000,470000,475000,565000,475000,475000,475000,475000,470000,560000,5380000
30167,485000,485000,480000,505000,495000,510000,495000,495000,495000,495000,480000,5420000
30168,2685000,2665000,2670000,2740000,2735000,2740000,2735000,2735000,2735000,2730000,2675000,29845000
30169,3385000,3390000,3400000,3435000,3415000,3415000,3390000,3360000,3360000,3335000,3250000,37135000
30170,NA,NA,NA,365000,685000,705000,695000,655000,655000,650000,650000,5060000
30171,1130000,1125000,1125000,1145000,1150000,1155000,1135000,1150000,1150000,1145000,1110000,12520000
30172,4900000,4900000,4895000,4945000,4955000,4940000,4930000,4930000,4930000,4920000,4885000,54130000
30173,3900000,3855000,3850000,4000000,4005000,3960000,3915000,3925000,3925000,3885000,3845000,43065000
30174,2785000,2785000,2760000,2895000,2890000,2890000,2840000,2840000,2840000,2835000,2775000,31135000
30175,3460000,3460000,3265000,3500000,3185000,3455000,3405000,3430000,3430000,3375000,3140000,37105000
30176,140000,140000,140000,140000,140000,140000,140000,135000,135000,135000,135000,1520000
30177,NA,NA,NA,NA,10000,NA,NA,NA,NA,NA,10000,20000
30178,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,110000
30179,325000,325000,325000,325000,310000,320000,320000,325000,325000,325000,325000,3550000
30180,NA,NA,NA,810000,2730000,3345000,3040000,3045000,3045000,3025000,2970000,22010000
30181,990000,990000,980000,1005000,965000,1015000,1005000,1000000,1000000,1000000,945000,10895000
30184,970000,970000,960000,1000000,1010000,1000000,1000000,1000000,1000000,1000000,1000000,10910000
30186,205000,205000,205000,210000,165000,210000,210000,210000,210000,210000,165000,2205000
30188,480000,475000,475000,485000,480000,485000,485000,485000,485000,485000,495000,5315000
30189,1900000,1900000,1755000,1860000,1785000,1990000,1920000,1925000,1925000,1925000,1865000,20750000
30190,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,275000
30191,NA,NA,NA,NA,5000,NA,NA,NA,NA,NA,5000,10000
30192,960000,960000,935000,965000,935000,960000,960000,960000,960000,955000,935000,10485000
30193,15000,15000,10000,10000,25000,10000,10000,10000,10000,10000,20000,145000
30194,1330000,1330000,1355000,1355000,1565000,1355000,1340000,1340000,1340000,1340000,1490000,15140000
30195,1920000,1900000,1875000,1985000,1995000,1990000,1975000,1975000,1975000,1970000,1980000,21540000
30196,675000,675000,670000,690000,650000,690000,685000,680000,680000,680000,635000,7410000
30197,25000,25000,25000,40000,15000,40000,40000,40000,40000,40000,NA,330000
30198,NA,NA,NA,490000,1460000,1465000,1460000,1465000,1465000,1465000,1520000,10790000
30199,290000,290000,290000,290000,280000,290000,290000,285000,285000,285000,275000,3150000
30200,985000,965000,965000,990000,1005000,980000,975000,970000,970000,970000,975000,10750000
30201,5470000,5465000,5400000,5530000,5575000,5515000,5490000,5495000,5495000,5485000,5495000,60415000
30202,NA,NA,NA,1155000,3015000,3050000,3035000,2980000,2980000,2955000,2945000,22115000
30203,1130000,1130000,1130000,1270000,1280000,1265000,1265000,1270000,1270000,1270000,1250000,13530000
30204,1970000,1970000,1960000,2000000,1930000,2000000,2005000,2000000,2000000,1995000,1905000,21735000
30205,NA,NA,NA,40000,1370000,1380000,1375000,1375000,1375000,1355000,1340000,9610000
30206,NA,NA,NA,NA,15000,NA,NA,NA,NA,NA,15000,30000
30207,3400000,3400000,3345000,3425000,3545000,3440000,3425000,3420000,3420000,3405000,3390000,37615000
30208,145000,145000,140000,145000,150000,140000,140000,140000,140000,140000,145000,1570000
30209,1785000,1785000,1780000,1835000,1850000,1820000,1820000,1795000,1795000,1795000,1795000,19855000
30210,6865000,6865000,6845000,6950000,7055000,6940000,6945000,6940000,6940000,6935000,6930000,76210000
30211,NA,NA,NA,NA,5000,NA,NA,NA,NA,NA,5000,10000
30212,1350000,1350000,1360000,1375000,1405000,1375000,1375000,1370000,1370000,1365000,1355000,15050000
31001,NA,NA,NA,305000,520000,520000,520000,520000,520000,520000,520000,3945000
31002,NA,NA,NA,NA,NA,60000,30000,30000,30000,30000,35000,215000
31003,NA,NA,NA,195000,235000,235000,235000,235000,235000,235000,235000,1840000
31004,NA,NA,NA,100000,130000,140000,135000,135000,135000,135000,135000,1045000
31005,380000,380000,380000,380000,370000,380000,380000,380000,380000,365000,360000,4135000
31006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15000,15000
31007,775000,775000,770000,770000,775000,770000,765000,765000,765000,750000,745000,8425000
31008,710000,710000,705000,700000,715000,710000,710000,710000,710000,710000,710000,7800000
31009,NA,NA,NA,380000,380000,380000,370000,370000,370000,360000,355000,2965000
31010,NA,NA,NA,300000,455000,615000,550000,550000,550000,550000,555000,4125000
31014,705000,705000,705000,705000,705000,705000,705000,710000,710000,705000,695000,7755000
31015,NA,NA,NA,275000,405000,575000,490000,490000,490000,475000,475000,3675000
31016,NA,NA,NA,125000,125000,125000,125000,125000,125000,125000,125000,1000000
31018,NA,NA,NA,115000,480000,705000,590000,590000,590000,590000,590000,4250000
31019,475000,465000,470000,1345000,1785000,1915000,1870000,1870000,1870000,1865000,1855000,15785000
31021,325000,325000,325000,325000,325000,325000,325000,325000,325000,325000,320000,3570000
31022,5000,5000,5000,360000,380000,395000,390000,390000,390000,390000,385000,3095000
31023,NA,NA,NA,345000,360000,360000,360000,360000,360000,360000,360000,2865000
31024,NA,NA,NA,NA,NA,470000,235000,235000,235000,235000,250000,1660000
31026,NA,NA,NA,105000,145000,145000,145000,140000,140000,140000,140000,1100000
31030,810000,765000,760000,760000,745000,755000,765000,755000,755000,755000,750000,8375000
31031,NA,NA,NA,295000,295000,295000,295000,295000,295000,290000,290000,2350000
31032,180000,180000,180000,285000,510000,800000,655000,655000,655000,650000,650000,5400000
31033,NA,NA,NA,920000,1660000,1660000,1660000,1660000,1660000,1635000,1650000,12505000
31034,NA,NA,NA,285000,285000,285000,285000,275000,275000,245000,260000,2195000
31036,NA,NA,NA,NA,NA,10000,5000,5000,5000,5000,NA,30000
31037,NA,NA,NA,265000,275000,275000,275000,275000,275000,265000,265000,2170000
31038,NA,NA,NA,135000,145000,145000,145000,145000,145000,145000,145000,1150000
31040,805000,790000,770000,800000,1035000,1035000,1030000,1005000,1005000,970000,1000000,10245000
31042,NA,NA,NA,NA,175000,195000,185000,185000,185000,185000,185000,1295000
31043,615000,615000,610000,610000,750000,610000,615000,615000,615000,615000,750000,7020000
31045,NA,NA,NA,345000,345000,345000,345000,345000,345000,335000,335000,2740000
31046,NA,NA,NA,55000,545000,615000,585000,585000,585000,585000,580000,4135000
31047,NA,NA,NA,220000,270000,270000,270000,270000,270000,255000,255000,2080000
31048,NA,NA,NA,1680000,1875000,1945000,1910000,1910000,1910000,1885000,1855000,14970000
31050,NA,NA,NA,NA,50000,NA,NA,NA,NA,NA,55000,105000
31052,1950000,1935000,1935000,1940000,1950000,1940000,1945000,1935000,1935000,1875000,1880000,21220000
31053,NA,NA,NA,140000,555000,595000,575000,575000,575000,575000,575000,4165000
31054,NA,NA,NA,470000,575000,575000,575000,575000,575000,575000,575000,4495000
31055,NA,NA,NA,85000,435000,435000,435000,435000,435000,435000,440000,3135000
31056,NA,NA,NA,480000,480000,480000,480000,480000,480000,480000,575000,3935000
31057,NA,NA,NA,645000,695000,695000,695000,695000,695000,680000,690000,5490000
31058,10000,NA,NA,635000,920000,990000,955000,955000,955000,955000,955000,7330000
31060,985000,985000,985000,995000,985000,990000,1000000,1000000,1000000,995000,995000,10915000
31062,NA,NA,NA,250000,250000,250000,250000,250000,250000,250000,245000,1995000
31065,NA,NA,NA,10000,10000,10000,10000,10000,10000,10000,NA,70000
31066,NA,NA,NA,400000,450000,790000,620000,620000,620000,620000,615000,4735000
31067,NA,NA,NA,NA,285000,365000,325000,325000,325000,310000,305000,2240000
31068,NA,NA,NA,190000,190000,190000,190000,185000,185000,185000,185000,1500000
31070,NA,NA,NA,165000,185000,185000,185000,185000,185000,185000,180000,1455000
31071,200000,195000,195000,195000,195000,195000,195000,195000,195000,195000,190000,2145000
31072,NA,NA,NA,235000,235000,235000,235000,235000,235000,230000,230000,1870000
31073,NA,NA,NA,280000,285000,285000,285000,285000,285000,285000,285000,2275000
31074,NA,NA,NA,205000,210000,205000,205000,205000,205000,205000,210000,1650000
31075,NA,NA,NA,275000,295000,300000,295000,295000,295000,285000,280000,2320000
31076,NA,NA,NA,380000,850000,1090000,970000,970000,970000,965000,960000,7155000
31078,670000,670000,665000,665000,660000,660000,660000,660000,660000,655000,655000,7280000
31079,2915000,2895000,2885000,3510000,3415000,3475000,3460000,3460000,3460000,3425000,3290000,36190000
31080,NA,NA,NA,NA,NA,10000,5000,5000,5000,5000,NA,30000
31081,245000,245000,245000,370000,305000,375000,375000,380000,380000,380000,315000,3615000
31082,NA,NA,NA,NA,45000,45000,45000,45000,45000,45000,45000,315000
31084,NA,NA,NA,505000,515000,515000,515000,515000,515000,515000,500000,4095000
31085,2240000,2230000,2225000,2355000,2435000,2400000,2395000,2395000,2395000,2395000,2395000,25860000
31086,NA,NA,NA,250000,250000,250000,250000,250000,250000,250000,240000,1990000
31088,NA,NA,NA,135000,135000,135000,135000,135000,135000,135000,135000,1080000
31089,NA,NA,NA,NA,100000,280000,200000,210000,210000,210000,210000,1420000
31091,970000,945000,950000,965000,985000,970000,965000,965000,965000,960000,960000,10600000
31092,NA,NA,NA,450000,485000,485000,485000,480000,480000,480000,480000,3825000
31093,1075000,1055000,1035000,1045000,1060000,1035000,1040000,1040000,1040000,1005000,1010000,11440000
31094,NA,NA,NA,355000,575000,575000,575000,580000,580000,575000,575000,4390000
31096,1950000,1940000,1910000,3600000,4005000,4035000,4015000,4015000,4015000,3990000,3980000,37455000
31097,995000,995000,995000,995000,970000,975000,975000,975000,975000,965000,965000,10780000
31098,1855000,1800000,1790000,2040000,2160000,2110000,2110000,2110000,2110000,2080000,2085000,22250000
31099,180000,180000,180000,180000,115000,180000,185000,185000,185000,185000,120000,1875000
31101,NA,NA,NA,145000,145000,145000,145000,145000,145000,145000,145000,1160000
31102,2285000,2270000,2265000,2315000,2370000,2360000,2455000,2460000,2460000,2460000,2450000,26150000
31105,NA,NA,NA,90000,100000,100000,100000,95000,95000,95000,90000,765000
32026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,5000
32042,NA,NA,NA,95000,95000,95000,95000,95000,95000,95000,10000,675000
